date,LogTitle,message,exception,machinename,appdomain,assembly-version,basedir,callsite,counter,nlogdir,processid,processname,specialfolder,stacktrace,longdate,event-properties,uppercase,logger,url,action
2022/01/24 10:57:34.732,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35779,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,44,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:57:34.7321,,ERROR,logfile,,
2022/01/24 10:57:34.934,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35874,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,45,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:57:34.9340,,ERROR,logfile,,
2022/01/24 10:57:35.126,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35761,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,46,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:57:35.1262,,ERROR,logfile,,
2022/01/24 10:57:35.313,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35866,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,47,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:57:35.3133,,ERROR,logfile,,
2022/01/24 10:57:35.566,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35724,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,48,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:57:35.5660,,ERROR,logfile,,
2022/01/24 10:57:35.747,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35836,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,49,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:57:35.7472,,ERROR,logfile,,
2022/01/24 10:58:04.566,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35671,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,50,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:04.5664,,ERROR,logfile,,
2022/01/24 10:58:06.883,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35779,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,51,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:06.8831,,ERROR,logfile,,
2022/01/24 10:58:07.821,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35654,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,52,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:07.8216,,ERROR,logfile,,
2022/01/24 10:58:08.254,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35761,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,53,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:08.2547,,ERROR,logfile,,
2022/01/24 10:58:08.525,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35644,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,54,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:08.5258,,ERROR,logfile,,
2022/01/24 10:58:08.763,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35724,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,55,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:08.7632,,ERROR,logfile,,
2022/01/24 10:58:08.951,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35619,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,56,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:08.9515,,ERROR,logfile,,
2022/01/24 10:58:09.145,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35671,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,57,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:09.1453,,ERROR,logfile,,
2022/01/24 10:58:09.367,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35599,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,58,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:09.3676,,ERROR,logfile,,
2022/01/24 10:58:09.580,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35654,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,59,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:09.5807,,ERROR,logfile,,
2022/01/24 10:58:09.793,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35571,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,60,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:09.7937,,ERROR,logfile,,
2022/01/24 10:58:09.985,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35644,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,61,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:09.9853,,ERROR,logfile,,
2022/01/24 10:58:10.203,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35561,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,62,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:10.2039,,ERROR,logfile,,
2022/01/24 10:58:10.419,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35619,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,63,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:10.4196,,ERROR,logfile,,
2022/01/24 10:58:10.630,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35516,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,64,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:10.6306,,ERROR,logfile,,
2022/01/24 10:58:10.837,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35599,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,65,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:10.8376,,ERROR,logfile,,
2022/01/24 10:58:11.056,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35480,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,66,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:11.0569,,ERROR,logfile,,
2022/01/24 10:58:11.237,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35571,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,67,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:11.2375,,ERROR,logfile,,
2022/01/24 10:58:11.452,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35457,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,68,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:11.4524,,ERROR,logfile,,
2022/01/24 10:58:11.684,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35561,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,69,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:11.6843,,ERROR,logfile,,
2022/01/24 10:58:11.895,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35436,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,70,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:11.8956,,ERROR,logfile,,
2022/01/24 10:58:12.110,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35516,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,71,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:12.1102,,ERROR,logfile,,
2022/01/24 10:58:12.320,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35420,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,72,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:12.3202,,ERROR,logfile,,
2022/01/24 10:58:12.531,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35480,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,73,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:12.5319,,ERROR,logfile,,
2022/01/24 10:58:12.731,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35403,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,74,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:12.7317,,ERROR,logfile,,
2022/01/24 10:58:12.965,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35457,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,75,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:12.9652,,ERROR,logfile,,
2022/01/24 10:58:13.159,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35397,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,76,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:13.1597,,ERROR,logfile,,
2022/01/24 10:58:13.387,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35436,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,77,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:13.3877,,ERROR,logfile,,
2022/01/24 10:58:13.616,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35375,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,78,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:13.6162,,ERROR,logfile,,
2022/01/24 10:58:13.817,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35420,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,79,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:13.8177,,ERROR,logfile,,
2022/01/24 10:58:14.061,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35359,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,80,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:14.0611,,ERROR,logfile,,
2022/01/24 10:58:14.244,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35403,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,81,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:14.2441,,ERROR,logfile,,
2022/01/24 10:58:14.454,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35338,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,82,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:14.4540,,ERROR,logfile,,
2022/01/24 10:58:14.678,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35397,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,83,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:14.6789,,ERROR,logfile,,
2022/01/24 10:58:14.902,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35317,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,84,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:14.9024,,ERROR,logfile,,
2022/01/24 10:58:15.092,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35375,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,85,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:15.0923,,ERROR,logfile,,
2022/01/24 10:58:15.291,失败,获取相册失败https://www.xsnvshen.com/album/https://www.xsnvshen.com/album/35303,,CLHLNAEDJHHBHXG,0001:FluUrl, 1.0.0.0,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0\,FluUrl.Utils.NLogUtil.WriteFileLog,86,D:\Project\coreproject\FluUrl\FluUrl\bin\Debug\net6.0,30696,FluUrl,C:\Users\Administrator\Desktop,<Get>d__8.MoveNext => NLogUtil.WriteAll => NLogUtil.WriteFileLog,2022-01-24 10:58:15.2910,,ERROR,logfile,,
